design,period_ns,frequency_mhz,derived_wns_ns,pass,derived_min_period_ns,derived_fmax_mhz,base_clock_period_ns,base_wns_ns,data_path_delay_ns,logic_levels,startpoint,endpoint
pipelined_plus5_firout_accbuf_trackercmp,9.500,105.263,1.372,PASS,8.128,123.031,10.000,1.872,8.133,16,u_impl/gen_fir_outreg.u_fir_q/final_sum_reg_reg[0]/C,u_impl/gen_fir_outreg.u_fir_q/sample_out_reg[47]/D
pipelined_plus5_firout_accbuf_trackercmp,9.000,111.111,0.872,PASS,8.128,123.031,10.000,1.872,8.133,16,u_impl/gen_fir_outreg.u_fir_q/final_sum_reg_reg[0]/C,u_impl/gen_fir_outreg.u_fir_q/sample_out_reg[47]/D
pipelined_plus5_firout_accbuf_trackercmp,8.500,117.647,0.372,PASS,8.128,123.031,10.000,1.872,8.133,16,u_impl/gen_fir_outreg.u_fir_q/final_sum_reg_reg[0]/C,u_impl/gen_fir_outreg.u_fir_q/sample_out_reg[47]/D
pipelined_plus5_firout_accbuf_trackercmp,8.000,125.000,-0.128,FAIL,8.128,123.031,10.000,1.872,8.133,16,u_impl/gen_fir_outreg.u_fir_q/final_sum_reg_reg[0]/C,u_impl/gen_fir_outreg.u_fir_q/sample_out_reg[47]/D
pipelined_plus5_firout_accbuf_trackercmp,7.500,133.333,-0.628,FAIL,8.128,123.031,10.000,1.872,8.133,16,u_impl/gen_fir_outreg.u_fir_q/final_sum_reg_reg[0]/C,u_impl/gen_fir_outreg.u_fir_q/sample_out_reg[47]/D
pipelined_plus5_firout_accbuf_fanout,25.000,40.000,17.136,PASS,7.864,127.162,10.000,2.136,7.667,1,u_impl/gen_regular_mag_fanout.u_mag/i_square0/CLK,u_impl/gen_regular_mag_fanout.u_mag/i_square_reg[1]/D
pipelined_plus5_firout_accbuf_fanout,20.000,50.000,12.136,PASS,7.864,127.162,10.000,2.136,7.667,1,u_impl/gen_regular_mag_fanout.u_mag/i_square0/CLK,u_impl/gen_regular_mag_fanout.u_mag/i_square_reg[1]/D
pipelined_plus5_firout_accbuf_fanout,15.000,66.667,7.136,PASS,7.864,127.162,10.000,2.136,7.667,1,u_impl/gen_regular_mag_fanout.u_mag/i_square0/CLK,u_impl/gen_regular_mag_fanout.u_mag/i_square_reg[1]/D
pipelined_plus5_firout_accbuf_fanout,12.500,80.000,4.636,PASS,7.864,127.162,10.000,2.136,7.667,1,u_impl/gen_regular_mag_fanout.u_mag/i_square0/CLK,u_impl/gen_regular_mag_fanout.u_mag/i_square_reg[1]/D
pipelined_plus5_firout_accbuf_fanout,11.000,90.909,3.136,PASS,7.864,127.162,10.000,2.136,7.667,1,u_impl/gen_regular_mag_fanout.u_mag/i_square0/CLK,u_impl/gen_regular_mag_fanout.u_mag/i_square_reg[1]/D
pipelined_plus5_firout_accbuf_fanout,10.000,100.000,2.136,PASS,7.864,127.162,10.000,2.136,7.667,1,u_impl/gen_regular_mag_fanout.u_mag/i_square0/CLK,u_impl/gen_regular_mag_fanout.u_mag/i_square_reg[1]/D
pipelined_plus5_firout_accbuf_fanout,9.500,105.263,1.636,PASS,7.864,127.162,10.000,2.136,7.667,1,u_impl/gen_regular_mag_fanout.u_mag/i_square0/CLK,u_impl/gen_regular_mag_fanout.u_mag/i_square_reg[1]/D
pipelined_plus5_firout_accbuf_fanout,9.000,111.111,1.136,PASS,7.864,127.162,10.000,2.136,7.667,1,u_impl/gen_regular_mag_fanout.u_mag/i_square0/CLK,u_impl/gen_regular_mag_fanout.u_mag/i_square_reg[1]/D
pipelined_plus5_firout_accbuf_fanout,8.500,117.647,0.636,PASS,7.864,127.162,10.000,2.136,7.667,1,u_impl/gen_regular_mag_fanout.u_mag/i_square0/CLK,u_impl/gen_regular_mag_fanout.u_mag/i_square_reg[1]/D
pipelined_plus5_firout_accbuf_fanout,8.000,125.000,0.136,PASS,7.864,127.162,10.000,2.136,7.667,1,u_impl/gen_regular_mag_fanout.u_mag/i_square0/CLK,u_impl/gen_regular_mag_fanout.u_mag/i_square_reg[1]/D
pipelined_plus5_firout_accbuf_fanout,7.500,133.333,-0.364,FAIL,7.864,127.162,10.000,2.136,7.667,1,u_impl/gen_regular_mag_fanout.u_mag/i_square0/CLK,u_impl/gen_regular_mag_fanout.u_mag/i_square_reg[1]/D
pipelined_plus5_firout_accbuf_energy64,25.000,40.000,17.548,PASS,7.452,134.192,10.000,2.548,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy64,20.000,50.000,12.548,PASS,7.452,134.192,10.000,2.548,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy64,15.000,66.667,7.548,PASS,7.452,134.192,10.000,2.548,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy64,12.500,80.000,5.048,PASS,7.452,134.192,10.000,2.548,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy64,11.000,90.909,3.548,PASS,7.452,134.192,10.000,2.548,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy64,10.000,100.000,2.548,PASS,7.452,134.192,10.000,2.548,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy64,9.500,105.263,2.048,PASS,7.452,134.192,10.000,2.548,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy64,9.000,111.111,1.548,PASS,7.452,134.192,10.000,2.548,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy64,8.500,117.647,1.048,PASS,7.452,134.192,10.000,2.548,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy64,8.000,125.000,0.548,PASS,7.452,134.192,10.000,2.548,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy64,7.500,133.333,0.048,PASS,7.452,134.192,10.000,2.548,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy62,25.000,40.000,17.549,PASS,7.451,134.210,10.000,2.549,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy62,20.000,50.000,12.549,PASS,7.451,134.210,10.000,2.549,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy62,15.000,66.667,7.549,PASS,7.451,134.210,10.000,2.549,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy62,12.500,80.000,5.049,PASS,7.451,134.210,10.000,2.549,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy62,11.000,90.909,3.549,PASS,7.451,134.210,10.000,2.549,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy62,10.000,100.000,2.549,PASS,7.451,134.210,10.000,2.549,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy62,9.500,105.263,2.049,PASS,7.451,134.210,10.000,2.549,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy62,9.000,111.111,1.549,PASS,7.451,134.210,10.000,2.549,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy62,8.500,117.647,1.049,PASS,7.451,134.210,10.000,2.549,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy62,8.000,125.000,0.549,PASS,7.451,134.210,10.000,2.549,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy62,7.500,133.333,0.049,PASS,7.451,134.210,10.000,2.549,5.977,1,u_impl/gen_narrow_mag.u_mag/q_square0__3/CLK,u_impl/gen_narrow_mag.u_mag/q_square_reg__0/PCIN[0]
pipelined_plus5_firout_accbuf_energy62_fir29,25.000,40.000,17.994,PASS,7.006,142.735,10.000,2.994,7.012,11,u_impl/gen_fir_outreg.u_fir_q/final_sum_reg_reg[0]/C,u_impl/gen_fir_outreg.u_fir_q/sample_out_reg[28]/D
pipelined_plus5_firout_accbuf_energy62_fir29,20.000,50.000,12.994,PASS,7.006,142.735,10.000,2.994,7.012,11,u_impl/gen_fir_outreg.u_fir_q/final_sum_reg_reg[0]/C,u_impl/gen_fir_outreg.u_fir_q/sample_out_reg[28]/D
pipelined_plus5_firout_accbuf_energy62_fir29,15.000,66.667,7.994,PASS,7.006,142.735,10.000,2.994,7.012,11,u_impl/gen_fir_outreg.u_fir_q/final_sum_reg_reg[0]/C,u_impl/gen_fir_outreg.u_fir_q/sample_out_reg[28]/D
pipelined_plus5_firout_accbuf_energy62_fir29,12.500,80.000,5.494,PASS,7.006,142.735,10.000,2.994,7.012,11,u_impl/gen_fir_outreg.u_fir_q/final_sum_reg_reg[0]/C,u_impl/gen_fir_outreg.u_fir_q/sample_out_reg[28]/D
pipelined_plus5_firout_accbuf_energy62_fir29,11.000,90.909,3.994,PASS,7.006,142.735,10.000,2.994,7.012,11,u_impl/gen_fir_outreg.u_fir_q/final_sum_reg_reg[0]/C,u_impl/gen_fir_outreg.u_fir_q/sample_out_reg[28]/D
pipelined_plus5_firout_accbuf_energy62_fir29,10.000,100.000,2.994,PASS,7.006,142.735,10.000,2.994,7.012,11,u_impl/gen_fir_outreg.u_fir_q/final_sum_reg_reg[0]/C,u_impl/gen_fir_outreg.u_fir_q/sample_out_reg[28]/D
pipelined_plus5_firout_accbuf_energy62_fir29,9.500,105.263,2.494,PASS,7.006,142.735,10.000,2.994,7.012,11,u_impl/gen_fir_outreg.u_fir_q/final_sum_reg_reg[0]/C,u_impl/gen_fir_outreg.u_fir_q/sample_out_reg[28]/D
pipelined_plus5_firout_accbuf_energy62_fir29,9.000,111.111,1.994,PASS,7.006,142.735,10.000,2.994,7.012,11,u_impl/gen_fir_outreg.u_fir_q/final_sum_reg_reg[0]/C,u_impl/gen_fir_outreg.u_fir_q/sample_out_reg[28]/D
pipelined_plus5_firout_accbuf_energy62_fir29,8.500,117.647,1.494,PASS,7.006,142.735,10.000,2.994,7.012,11,u_impl/gen_fir_outreg.u_fir_q/final_sum_reg_reg[0]/C,u_impl/gen_fir_outreg.u_fir_q/sample_out_reg[28]/D
pipelined_plus5_firout_accbuf_energy62_fir29,8.000,125.000,0.994,PASS,7.006,142.735,10.000,2.994,7.012,11,u_impl/gen_fir_outreg.u_fir_q/final_sum_reg_reg[0]/C,u_impl/gen_fir_outreg.u_fir_q/sample_out_reg[28]/D
pipelined_plus5_firout_accbuf_energy62_fir29,7.500,133.333,0.494,PASS,7.006,142.735,10.000,2.994,7.012,11,u_impl/gen_fir_outreg.u_fir_q/final_sum_reg_reg[0]/C,u_impl/gen_fir_outreg.u_fir_q/sample_out_reg[28]/D
pipelined_plus5_firout_accbuf_energy62_fir29_fastround,25.000,40.000,18.885,PASS,6.115,163.532,10.000,3.885,5.675,1,u_impl/gen_narrow_mag.u_mag/valid_out_reg/C,u_impl/u_accumulator/running_energy_reg[60]/R
pipelined_plus5_firout_accbuf_energy62_fir29_fastround,20.000,50.000,13.885,PASS,6.115,163.532,10.000,3.885,5.675,1,u_impl/gen_narrow_mag.u_mag/valid_out_reg/C,u_impl/u_accumulator/running_energy_reg[60]/R
pipelined_plus5_firout_accbuf_energy62_fir29_fastround,15.000,66.667,8.885,PASS,6.115,163.532,10.000,3.885,5.675,1,u_impl/gen_narrow_mag.u_mag/valid_out_reg/C,u_impl/u_accumulator/running_energy_reg[60]/R
pipelined_plus5_firout_accbuf_energy62_fir29_fastround,12.500,80.000,6.385,PASS,6.115,163.532,10.000,3.885,5.675,1,u_impl/gen_narrow_mag.u_mag/valid_out_reg/C,u_impl/u_accumulator/running_energy_reg[60]/R
pipelined_plus5_firout_accbuf_energy62_fir29_fastround,11.000,90.909,4.885,PASS,6.115,163.532,10.000,3.885,5.675,1,u_impl/gen_narrow_mag.u_mag/valid_out_reg/C,u_impl/u_accumulator/running_energy_reg[60]/R
pipelined_plus5_firout_accbuf_energy62_fir29_fastround,10.000,100.000,3.885,PASS,6.115,163.532,10.000,3.885,5.675,1,u_impl/gen_narrow_mag.u_mag/valid_out_reg/C,u_impl/u_accumulator/running_energy_reg[60]/R
pipelined_plus5_firout_accbuf_energy62_fir29_fastround,9.500,105.263,3.385,PASS,6.115,163.532,10.000,3.885,5.675,1,u_impl/gen_narrow_mag.u_mag/valid_out_reg/C,u_impl/u_accumulator/running_energy_reg[60]/R
pipelined_plus5_firout_accbuf_energy62_fir29_fastround,9.000,111.111,2.885,PASS,6.115,163.532,10.000,3.885,5.675,1,u_impl/gen_narrow_mag.u_mag/valid_out_reg/C,u_impl/u_accumulator/running_energy_reg[60]/R
pipelined_plus5_firout_accbuf_energy62_fir29_fastround,8.500,117.647,2.385,PASS,6.115,163.532,10.000,3.885,5.675,1,u_impl/gen_narrow_mag.u_mag/valid_out_reg/C,u_impl/u_accumulator/running_energy_reg[60]/R
pipelined_plus5_firout_accbuf_energy62_fir29_fastround,8.000,125.000,1.885,PASS,6.115,163.532,10.000,3.885,5.675,1,u_impl/gen_narrow_mag.u_mag/valid_out_reg/C,u_impl/u_accumulator/running_energy_reg[60]/R
pipelined_plus5_firout_accbuf_energy62_fir29_fastround,7.500,133.333,1.385,PASS,6.115,163.532,10.000,3.885,5.675,1,u_impl/gen_narrow_mag.u_mag/valid_out_reg/C,u_impl/u_accumulator/running_energy_reg[60]/R
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_accstart,25.000,40.000,16.465,PASS,8.535,117.165,10.000,1.465,8.261,0,u_impl/gen_fir_outreg_fast_round.u_fir_q/valid_p1_reg/C,u_impl/gen_fir_outreg_fast_round.u_fir_i/sum67_reg[1]/CE
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_accstart,20.000,50.000,11.465,PASS,8.535,117.165,10.000,1.465,8.261,0,u_impl/gen_fir_outreg_fast_round.u_fir_q/valid_p1_reg/C,u_impl/gen_fir_outreg_fast_round.u_fir_i/sum67_reg[1]/CE
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_accstart,15.000,66.667,6.465,PASS,8.535,117.165,10.000,1.465,8.261,0,u_impl/gen_fir_outreg_fast_round.u_fir_q/valid_p1_reg/C,u_impl/gen_fir_outreg_fast_round.u_fir_i/sum67_reg[1]/CE
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_accstart,12.500,80.000,3.965,PASS,8.535,117.165,10.000,1.465,8.261,0,u_impl/gen_fir_outreg_fast_round.u_fir_q/valid_p1_reg/C,u_impl/gen_fir_outreg_fast_round.u_fir_i/sum67_reg[1]/CE
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_accstart,11.000,90.909,2.465,PASS,8.535,117.165,10.000,1.465,8.261,0,u_impl/gen_fir_outreg_fast_round.u_fir_q/valid_p1_reg/C,u_impl/gen_fir_outreg_fast_round.u_fir_i/sum67_reg[1]/CE
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_accstart,10.000,100.000,1.465,PASS,8.535,117.165,10.000,1.465,8.261,0,u_impl/gen_fir_outreg_fast_round.u_fir_q/valid_p1_reg/C,u_impl/gen_fir_outreg_fast_round.u_fir_i/sum67_reg[1]/CE
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_accstart,9.500,105.263,0.965,PASS,8.535,117.165,10.000,1.465,8.261,0,u_impl/gen_fir_outreg_fast_round.u_fir_q/valid_p1_reg/C,u_impl/gen_fir_outreg_fast_round.u_fir_i/sum67_reg[1]/CE
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_accstart,9.000,111.111,0.465,PASS,8.535,117.165,10.000,1.465,8.261,0,u_impl/gen_fir_outreg_fast_round.u_fir_q/valid_p1_reg/C,u_impl/gen_fir_outreg_fast_round.u_fir_i/sum67_reg[1]/CE
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_accstart,8.500,117.647,-0.035,FAIL,8.535,117.165,10.000,1.465,8.261,0,u_impl/gen_fir_outreg_fast_round.u_fir_q/valid_p1_reg/C,u_impl/gen_fir_outreg_fast_round.u_fir_i/sum67_reg[1]/CE
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_accstart,8.000,125.000,-0.535,FAIL,8.535,117.165,10.000,1.465,8.261,0,u_impl/gen_fir_outreg_fast_round.u_fir_q/valid_p1_reg/C,u_impl/gen_fir_outreg_fast_round.u_fir_i/sum67_reg[1]/CE
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_accstart,7.500,133.333,-1.035,FAIL,8.535,117.165,10.000,1.465,8.261,0,u_impl/gen_fir_outreg_fast_round.u_fir_q/valid_p1_reg/C,u_impl/gen_fir_outreg_fast_round.u_fir_i/sum67_reg[1]/CE
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_alwayson_accstart,25.000,40.000,19.091,PASS,5.909,169.233,10.000,4.091,5.821,14,u_impl/gen_narrow_mag.u_mag/i_square_reg__0/CLK,u_impl/gen_narrow_mag.u_mag/mag_sq_reg[57]/D
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_alwayson_accstart,20.000,50.000,14.091,PASS,5.909,169.233,10.000,4.091,5.821,14,u_impl/gen_narrow_mag.u_mag/i_square_reg__0/CLK,u_impl/gen_narrow_mag.u_mag/mag_sq_reg[57]/D
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_alwayson_accstart,15.000,66.667,9.091,PASS,5.909,169.233,10.000,4.091,5.821,14,u_impl/gen_narrow_mag.u_mag/i_square_reg__0/CLK,u_impl/gen_narrow_mag.u_mag/mag_sq_reg[57]/D
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_alwayson_accstart,12.500,80.000,6.591,PASS,5.909,169.233,10.000,4.091,5.821,14,u_impl/gen_narrow_mag.u_mag/i_square_reg__0/CLK,u_impl/gen_narrow_mag.u_mag/mag_sq_reg[57]/D
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_alwayson_accstart,11.000,90.909,5.091,PASS,5.909,169.233,10.000,4.091,5.821,14,u_impl/gen_narrow_mag.u_mag/i_square_reg__0/CLK,u_impl/gen_narrow_mag.u_mag/mag_sq_reg[57]/D
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_alwayson_accstart,10.000,100.000,4.091,PASS,5.909,169.233,10.000,4.091,5.821,14,u_impl/gen_narrow_mag.u_mag/i_square_reg__0/CLK,u_impl/gen_narrow_mag.u_mag/mag_sq_reg[57]/D
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_alwayson_accstart,9.500,105.263,3.591,PASS,5.909,169.233,10.000,4.091,5.821,14,u_impl/gen_narrow_mag.u_mag/i_square_reg__0/CLK,u_impl/gen_narrow_mag.u_mag/mag_sq_reg[57]/D
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_alwayson_accstart,9.000,111.111,3.091,PASS,5.909,169.233,10.000,4.091,5.821,14,u_impl/gen_narrow_mag.u_mag/i_square_reg__0/CLK,u_impl/gen_narrow_mag.u_mag/mag_sq_reg[57]/D
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_alwayson_accstart,8.500,117.647,2.591,PASS,5.909,169.233,10.000,4.091,5.821,14,u_impl/gen_narrow_mag.u_mag/i_square_reg__0/CLK,u_impl/gen_narrow_mag.u_mag/mag_sq_reg[57]/D
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_alwayson_accstart,8.000,125.000,2.091,PASS,5.909,169.233,10.000,4.091,5.821,14,u_impl/gen_narrow_mag.u_mag/i_square_reg__0/CLK,u_impl/gen_narrow_mag.u_mag/mag_sq_reg[57]/D
pipelined_plus5_firout_accbuf_energy62_fir29_fastround_alwayson_accstart,7.500,133.333,1.591,PASS,5.909,169.233,10.000,4.091,5.821,14,u_impl/gen_narrow_mag.u_mag/i_square_reg__0/CLK,u_impl/gen_narrow_mag.u_mag/mag_sq_reg[57]/D
